TITLE = "B00004"
VARIABLES = "position", "position(2)", "Vx", "Vy"
ZONE T="Frame 0", I=102, J=78
-132.136287 98.575885 0.000000 0.000000
-130.154863 98.575885 17.578758 2.474268
-128.173439 98.575885 11.104530 0.339757
-126.192015 98.575885 10.878361 0.613958
-124.210591 98.575885 11.469156 0.535866
-122.229167 98.575885 11.490911 0.839419
-120.247743 98.575885 11.140932 0.298219
-118.266319 98.575885 10.924013 0.276471
-116.284895 98.575885 11.358032 0.125643
-114.303471 98.575885 0.000000 0.000000
-112.322047 98.575885 0.000000 0.000000
-110.340623 98.575885 0.000000 0.000000
-108.359199 98.575885 0.000000 0.000000
-106.377775 98.575885 0.000000 0.000000
-104.396351 98.575885 0.000000 0.000000
-102.414927 98.575885 0.000000 0.000000
-100.433503 98.575885 0.000000 0.000000
-98.452079 98.575885 0.000000 0.000000
-96.470655 98.575885 0.000000 0.000000
-94.489231 98.575885 0.000000 0.000000
-92.507807 98.575885 0.000000 0.000000
-90.526383 98.575885 0.000000 0.000000
-88.544959 98.575885 0.000000 0.000000
-86.563536 98.575885 11.630026 0.427657
-84.582112 98.575885 11.433352 0.359074
-82.600688 98.575885 11.326979 0.534489
-80.619264 98.575885 11.539902 0.445229
-78.637840 98.575885 11.576138 0.152466
-76.656416 98.575885 11.376428 0.120065
-74.674992 98.575885 11.501996 0.103775
-72.693568 98.575885 11.591396 0.120720
-70.712144 98.575885 11.427449 0.244539
-68.730720 98.575885 11.345613 0.261103
-66.749296 98.575885 11.487766 0.147616
-64.767872 98.575885 11.573373 0.002129
-62.786448 98.575885 11.380281 0.357251
-60.805024 98.575885 11.434986 0.483242
-58.823600 98.575885 11.622112 0.069144
-56.842176 98.575885 11.280223 0.242659
-54.860752 98.575885 11.375632 0.064173
-52.879328 98.575885 11.378697 0.080254
-50.897904 98.575885 11.263915 -0.088945
-48.916480 98.575885 11.419951 0.048088
-46.935056 98.575885 11.215739 0.178278
-44.953632 98.575885 11.321525 0.109672
-42.972208 98.575885 11.543260 0.056282
-40.990784 98.575885 11.517534 0.071182
